1.0000,0.2224
0.9872,0.2924
0.9743,0.3048
0.9615,0.3145
0.9486,0.3208
0.9358,0.3248
0.9229,0.3268
0.9100,0.3268
0.8972,0.3251
0.8843,0.3219
0.8714,0.3173
0.8586,0.3113
0.8457,0.3040
0.8328,0.2954
0.8199,0.2857
0.8070,0.2748
0.7942,0.2628
0.7813,0.2497
0.7684,0.2357
0.7555,0.2207
0.7426,0.2046
0.7297,0.1877
0.7168,0.1700
0.7039,0.1514
0.6910,0.1320
0.6781,0.1120
0.6652,0.0913
0.6522,0.0701
0.6393,0.0484
0.6264,0.0264
0.6135,0.0040
0.6006,-0.0185
0.5877,-0.0411
0.5747,-0.0637
0.5618,-0.0860
0.5489,-0.1080
0.5359,-0.1295
0.5230,-0.1503
0.5101,-0.1703
0.4971,-0.1893
0.4842,-0.2070
0.4712,-0.2232
0.4583,-0.2379
0.4453,-0.2509
0.4324,-0.2619
0.4194,-0.2707
0.4065,-0.2772
0.3935,-0.2815
0.3806,-0.2830
0.3676,-0.2820
0.3546,-0.2788
0.3417,-0.2732
0.3287,-0.2651
0.3157,-0.2548
0.3028,-0.2423
0.2898,-0.2279
0.2768,-0.2117
0.2639,-0.1938
0.2509,-0.1744
0.2379,-0.1535
0.2249,-0.1314
0.2125,-0.1093
0.2007,-0.0874
0.1895,-0.0657
0.1788,-0.0445
0.1686,-0.0237
0.1589,-0.0032
0.1497,0.0170
0.1409,0.0367
0.1326,0.0563
0.1246,0.0754
0.1167,0.0951
0.1092,0.1150
0.1020,0.1350
0.0951,0.1552
0.0886,0.1755
0.0824,0.1962
0.0765,0.2173
0.0709,0.2390
0.0656,0.2612
0.0606,0.2841
0.0558,0.3080
0.0513,0.3328
0.0470,0.3586
0.0430,0.3858
0.0392,0.4142
0.0356,0.4435
0.0322,0.4750
0.0291,0.5082
0.0261,0.5426
0.0233,0.5795
0.0207,0.6185
0.0183,0.6594
0.0161,0.7024
0.0140,0.7476
0.0120,0.7949
0.0103,0.8430
0.0087,0.8935
0.0072,0.9447
0.0059,0.9936
0.0048,1.0410
0.0037,1.0821
0.0028,1.1150
0.0021,1.1346
0.0000,0.7213
0.0001,0.8707
0.0001,0.9274
0.0003,1.0265
0.0006,1.0821
0.0010,1.1223
0.0015,1.1376
0.0021,1.1346
1.0000,0.2224
0.9872,0.1551
0.9743,0.1336
0.9615,0.1047
0.9486,0.0787
0.9358,0.0494
0.9358,0.0494
0.9229,0.0218
0.9100,-0.0063
0.8972,-0.0336
0.8843,-0.0606
0.8714,-0.0871
0.8586,-0.1132
0.8457,-0.1388
0.8328,-0.1640
0.8199,-0.1889
0.8070,-0.2133
0.7942,-0.2373
0.7813,-0.2608
0.7684,-0.2839
0.7555,-0.3066
0.7426,-0.3287
0.7297,-0.3505
0.7168,-0.3719
0.7039,-0.3927
0.6910,-0.4126
0.6781,-0.4314
0.6652,-0.4492
0.6522,-0.4664
0.6393,-0.4820
0.6264,-0.4954
0.6135,-0.5061
0.6006,-0.5137
0.5877,-0.5201
0.5747,-0.5324
0.5618,-0.5659
0.5489,-0.6422
0.5359,-0.7862
0.5230,-0.9721
0.5101,-1.1167
0.4971,-1.1790
0.4842,-1.1877
0.4712,-1.1789
0.4583,-1.1663
0.4453,-1.1554
0.4324,-1.1473
0.4194,-1.1409
0.4065,-1.1349
0.3935,-1.1288
0.3806,-1.1224
0.3676,-1.1161
0.3546,-1.1100
0.3417,-1.1042
0.3287,-1.0990
0.3157,-1.0943
0.3028,-1.0901
0.2898,-1.0865
0.2768,-1.0835
0.2639,-1.0809
0.2509,-1.0788
0.2379,-1.0774
0.2249,-1.0768
0.2125,-1.0769
0.2007,-1.0776
0.1895,-1.0789
0.1788,-1.0807
0.1686,-1.0830
0.1589,-1.0857
0.1497,-1.0884
0.1409,-1.0912
0.1326,-1.0938
0.1246,-1.0968
0.1167,-1.0999
0.1092,-1.1021
0.1020,-1.1039
0.0951,-1.1055
0.0886,-1.1067
0.0824,-1.1077
0.0765,-1.1087
0.0709,-1.1090
0.0656,-1.1085
0.0606,-1.1074
0.0558,-1.1056
0.0513,-1.1029
0.0470,-1.0996
0.0430,-1.0947
0.0392,-1.0896
0.0356,-1.0836
0.0322,-1.0735
0.0291,-1.0631
0.0261,-1.0515
0.0233,-1.0353
0.0207,-1.0175
0.0183,-0.9970
0.0161,-0.9724
0.0140,-0.9445
0.0120,-0.9115
0.0103,-0.8705
0.0087,-0.8241
0.0072,-0.7702
0.0059,-0.7006
0.0048,-0.6168
0.0037,-0.5283
0.0028,-0.4233
0.0021,-0.3026
0.0015,-0.1621
0.0010,-0.0287
0.0006,0.1442
0.0003,0.2865
0.0001,0.4484
0.0001,0.5321
0.0000,0.7213
